sample_ID,minADE_k,minFDE_k,b-minFDE_k
10025,2.317798070537073,6.821075531202138,7.821069403413792
10035,1.833170834481604,5.22233032898286,6.004995954177846
10082,1.6540538019459317,3.46188364139753,4.455249724140195
10138,1.814619120426776,5.1033749133164354,6.092192504988688
10174,1.7430867016891929,2.8521676488852847,3.840069453498824
10180,2.9877448478300184,3.8075379547233617,4.463598236581067
10226,3.2821928117965777,3.9696256753171206,4.570089715845254
10279,2.881871248537384,7.84910021640766,8.641893699396542
103,7.0166579428078375,8.800550767979832,9.800550761653582
10315,2.025961864197845,3.4275130050314826,4.427489833969529
10411,4.376228655497687,5.740522420770724,6.514359343024749
10440,1.7436073199028723,4.409029565464754,5.293115228571606
1048,2.2059171528267667,2.8002225832750507,3.3913589354179106
10587,3.253315185522856,6.439393955680565,7.439041531356011
1059,2.48868200025333,6.844975576915052,7.831036700627837
1061,2.0700900493151684,2.902620094269793,3.695908910090864
10653,2.74029147667233,7.418083683540285,8.371529120936884
10657,1.5914631902522165,4.544642951742609,5.210535219558079
10662,1.761586068077311,4.557465758164707,5.387724697285165
10663,1.593044358330978,7.631239488915629,8.527873037601683
10678,1.8772847055553332,4.30485172776203,4.8020535434432565
10685,1.7377071659691163,3.6218151309201994,4.220914464096999
10732,2.331552381454278,4.858274068490079,5.734733451654069
10748,2.288212271275974,4.772853954612623,5.699257281859406
10780,2.7370608041713385,6.319358923920682,7.03107600080302
10802,1.6012462943799288,2.8887645182708632,3.756555029040108
10866,1.9176067676751836,3.80857596281034,4.146885373085849
10966,5.886694687713246,8.719119921881356,9.375716583450714
10984,2.5148259438787277,5.381037248662933,6.381036675235647
10998,1.9333171235031588,3.136836411946094,3.652671665227089
11013,1.717712405856844,3.188397722271086,4.106468692308409
11027,2.847091276663163,3.1950695238927924,4.15900102436536
11033,2.1986276916103265,4.866044653543344,5.225645478482802
1111,4.701902242282087,8.65832020417488,9.48593193877859
1112,2.150141103355094,4.280281477250804,4.907082331705181
11134,2.444979905272955,2.891318679423263,3.891317952270197
11150,2.165337664885179,5.140044445632509,5.961747174172742
11169,2.4507123672502598,3.851350148035177,4.851350134837119
1123,1.9306324607213932,3.627884056710714,4.544662953680858
11255,1.5968765667472122,3.2030559035197785,3.9690313482062782
11297,8.72963077350268,21.76973400263956,22.76973398372333
11316,2.4961885642332304,2.6218395531329066,3.390609195540636
11385,9.681592113492195,33.149628180534194,33.87552751436748
11390,1.7838524959161504,6.476781466395966,7.430602220623181
11450,6.987286365737039,15.095123920037404,15.812836912713854
11496,2.041924034417592,8.080944333825936,8.667154089033186
1150,3.7315154728119913,4.887505468967872,5.744066617730014
11532,3.13006588257871,7.054459925885419,7.995157805314848
11544,3.429827314821289,6.937499809762678,7.8201154647415105
11566,1.956643322395459,3.826333281454416,4.499085948048176
11579,13.129604590040175,24.67833568944946,25.678335689447675
11592,2.5660237904328054,6.197029460590073,7.197029322181603
11596,1.7103155871904852,3.505376593312126,4.12524684413156
11617,2.339561923209004,4.600405721202223,5.474738172359737
11648,6.037802303527836,17.533643431384558,18.533642628245115
1175,2.355052947503879,3.0174499983360064,3.7567925791035512
11750,2.7655780945129047,7.273127195425907,8.127651246533572
11792,2.570406340840882,4.90500250808299,5.683452591132756
11824,4.097280076125975,6.322264552582396,7.321793063945496
11871,1.7793745345263754,2.6912942968821363,3.570102631889829
11883,3.324829951992789,2.570937645546664,3.37297535035644
11964,3.3428030575986747,7.616397050957953,8.60484504795627
11987,2.1991754650626643,3.5981735554058067,4.598163627306638
12049,1.847778714022548,4.735981727279621,5.580401019774421
12061,1.8126242018586012,2.749172640576732,3.3836976340409586
12064,1.618501066467788,3.104744639864012,3.704553621473268
12120,1.585633211288184,3.039377249514956,3.575141890107055
12143,1.593944302283351,2.973637923775584,3.407265744826676
12169,1.71119969740641,2.5434503795965537,3.543450379465777
1218,3.1438896073870266,2.9784403857361457,3.978440384943783
12180,2.111837192258064,4.484076497760089,5.445084571308978
1221,2.517561226256091,5.275906930069769,5.631840486757469
12270,2.493860820191121,5.834688568852272,6.829647849673355
1230,2.273532898797244,6.409359381659344,6.869025212289967
12323,1.8944622006360787,2.5742242847132504,3.3900367336490493
12337,2.33276256352594,3.869666632078721,4.3003734371692
12361,3.241870107495552,10.04541060439655,11.045410591657902
1239,3.3581399414276705,5.29756852909847,6.042389516877488
12405,1.792081904796904,4.3190095564866775,5.227459312684646
12407,2.298710016990282,3.2468346199050195,3.8404236129409854
12433,2.609279351446096,6.573563370683191,7.573563370682836
12435,1.738442185279711,3.312196738015143,4.312195365845011
125,2.0060600531933086,4.259420407488637,5.186184990627291
12501,5.316163637190787,6.180023680551176,6.772492745901857
12509,5.326975762958026,20.086620105260373,21.08662004934839
12538,3.937001623800772,6.21457655014763,7.214576549038275
12566,3.509207167361966,7.305047905543717,7.734212422770156
12601,3.3416370880728694,9.165508692631422,10.115379073688596
12610,2.9229315226192027,4.595044690009715,5.523900456524568
12633,4.841066466011303,2.713949809569951,3.713885459470797
12638,5.434643893682604,11.361528759355911,12.329879364975872
12645,2.453090522727604,4.684693491196931,5.042801279884577
1268,1.735567144411538,3.280039911648227,4.075102261034094
12701,3.0638079782297694,2.934915160859981,3.934913327638591
12782,4.140343824697303,8.129860289823124,8.634230334181634
12815,12.451627394713926,27.7400395855181,28.740039585333072
12874,2.277923046888777,4.933341450300475,5.765548307377315
12894,1.940071547984879,3.3077869556595285,3.8805851045794695
12898,1.9869802213210412,6.125098633748156,6.752535786675418
12906,2.4261555112687208,6.475639377169407,7.36167746215945
12955,5.188225992974059,16.92937717240856,17.92937665961581
1297,7.3650721387638525,13.211164666433053,14.21112923847691
12999,1.7575137697586851,3.534573509653303,4.195370783086061
13020,2.118062035474828,4.352769941263712,5.096715025556996
13171,3.466829847124952,4.019877442457591,4.59692196552102
13174,1.717874419018105,5.471497342300426,6.359363654676716
13193,1.718321045168143,3.288570209018759,4.086676619670783
1321,2.167287448857504,2.9291775362289285,3.6381974076887458
13226,1.8818715372923591,3.1190204002825164,3.789457935712464
13325,1.9747583783514573,3.6259049039148272,4.409674198054594
13345,1.7167066678735787,3.8324072869420895,4.504851658572588
13442,2.7719917503061238,4.453803307962418,5.453803250610132
13448,5.2696762953388365,6.475816909443429,7.298393266445297
13546,2.278059594533409,3.972452065742128,4.863275224030369
13587,1.8874386698083323,5.988880815155285,6.970400859604784
1368,6.334092579754467,13.046548668857332,14.046548668857035
13692,2.371309526781443,3.719776106379133,4.7197619078332895
13711,1.7765255235779462,2.808787692032419,3.580744725540942
13736,2.506786376105566,3.112945962093591,3.5550960822701967
13743,2.8478067569872065,5.558197983724971,5.929091755027136
13756,5.687673887017014,11.385646588004258,12.384726989013547
13764,4.620626221248449,9.56442570153493,10.156331254409858
13765,7.495168303039114,12.060559658726902,13.05772055918256
13839,1.777192813540402,3.22730620572338,4.165458515805803
13873,6.446981621180355,14.90587680262504,15.891757948461276
13921,3.017396896882074,2.817421626610095,3.81688083321336
13938,2.8612840443923373,3.0122998146645155,3.660614043232724
1395,1.9831365012176332,4.4662263448985104,5.318214304429728
13950,2.813876760339317,9.531312453745192,10.531255029424766
14011,2.988307674228889,6.957397052505405,7.954409437065648
14013,1.6246050886046275,2.6480877005212813,3.648084799662817
14071,1.929868002879608,4.178944725990305,5.022227096036201
14088,1.8703545128721184,3.273526158972665,4.258092847309047
14108,1.6881329742596434,4.144269906434576,4.757576783210972
14171,4.954294500355919,6.822775673158476,7.227389410721548
1419,2.901242829771701,7.6856618899452895,8.669701690615014
14377,7.054418157239197,8.816390395447623,9.816390320765892
14387,1.9223694926302612,3.372609608148072,4.268392683568293
14476,3.6368029734530376,7.77786258021737,8.777862014559046
14516,2.010036458789229,4.533850532209483,5.047324537860946
14520,1.914802414429332,3.300756050041051,3.800878757691235
14575,2.640856010800227,4.947509121654369,5.72873383583611
14584,8.571391619704709,17.71049097782106,18.71049087537081
1465,2.184826726312202,3.1116342639679564,3.64975412908256
14653,4.590487033952463,3.363575638161956,3.868714189044572
14680,3.622157160977358,6.023898357137982,6.354547104834019
14687,3.36399196017704,5.331799456001355,6.255759125289989
14734,3.521121680725342,10.215700295822115,11.211606087742362
14770,2.071505638097145,6.217632713322728,6.767577850845084
14787,3.1341453280404203,9.985921994878977,10.312078840091798
14865,1.7345812333339057,3.069496568218767,3.9916726442873065
14886,2.0169007657078635,3.782005018682212,4.169796248119231
149,2.545553289894763,3.326742254642234,3.789888358388747
1495,2.329049883217587,5.03303208015548,5.415792871690338
14992,2.9524828430395567,3.3329186271747098,4.332917902739421
14999,2.976593946908179,6.123581380145476,7.123581279735435
15014,1.914958954350968,4.943590277568535,5.93337598778196
15054,2.378538401804619,5.501711291783537,6.030832474752236
15071,2.4093654509415727,5.483086198052661,6.365736011767016
15081,5.5422697263995016,7.297935249115144,7.988460102526108
15115,4.983085507507503,4.43884521217237,5.383950027565392
15149,2.014234590865043,4.463506894978265,5.390611422550702
15302,1.8250413346497845,5.5096196519664105,6.084538398687657
15334,1.7645600173348812,6.0548234566373935,6.790353729830136
15340,1.6638891362259882,4.351859117402577,5.0698561557684805
15349,2.4888692427484163,4.231340519363114,5.090158521115488
15365,2.598042413773436,5.916485605810755,6.894159510699827
15367,1.9884128398737435,2.792749120673408,3.382234611117084
15379,2.303148350886765,4.7643790654309335,5.468548985632436
15390,4.054655036833744,12.510983776806029,13.510983776558769
15392,2.582833042610745,5.609414812858904,6.535162133101678
15424,2.071710972937071,6.3898193975567645,7.381658505808334
15446,2.9818814926577635,3.661369939625001,4.661348888349936
15537,3.5048706934628404,5.60597029518853,6.439874339123059
15581,1.8678997636752463,2.874623377654713,3.451467977503933
15588,1.829987543670196,3.457128866874352,4.374173995133917
15604,2.285817521220499,3.298081155541164,3.819327188521516
15628,2.905271129684268,3.8704595512244593,4.859051519042575
15641,1.9425605715202852,4.056179406376232,5.037226715326461
15659,6.2739888680813385,10.277992168585584,11.277992168368437
15672,1.6540577507715524,2.766490670980471,3.5583304864735856
15673,8.812909988313235,22.70540687843779,23.52162391548117
15727,2.3982565830149443,2.6282513713696383,3.4241448582333094
15728,3.4193183793180424,4.387794708470489,5.387794708067456
15745,2.0779918935588677,3.94711561731339,4.480227102280727
15759,2.906452173050808,5.333588406746582,5.745255665754648
15763,5.634689111494661,11.994349772667515,12.603322191950038
1579,1.6890534903220982,3.840545897788001,4.415600688822547
15881,2.236003050089621,6.0368672441522095,6.576905031982476
15904,2.213624027019212,3.3183530420116267,4.318299784664692
15943,3.232551695386455,6.573541829689887,7.55995988933721
1595,6.24739731928749,8.17099163551306,9.17075925459798
1596,1.7536720013521891,3.5046652158056384,4.127248179044294
1599,2.685957188652416,5.245281103112267,5.7054727606686
15993,1.7619138199036324,3.40959796351514,4.184925296541254
15997,3.726507096000645,7.770266281474188,8.318984739884272
16106,1.7401352158529355,2.8209344903134195,3.304059870973465
16113,3.22877129271482,4.770704858343754,5.533136834516655
16145,3.691808115127187,12.257615432031578,13.209024020235624
1615,5.163286792949047,12.11069100619197,12.594673950664546
16165,2.1096881575984816,6.760461633774844,7.741717273385163
16259,2.401605174064343,10.098279117076148,11.098277935226388
16270,1.8602922902137475,2.840813230302929,3.3839565328247025
16310,2.717580324357844,5.036401240782129,5.954630265161359
16339,4.213018486362972,3.256998894115469,3.760769253341623
16383,2.639943197972383,3.9696761571717727,4.969566963473433
16423,1.5981765461449544,4.873696462570645,5.7837956621271855
16445,1.7674645467018637,4.413459823075581,4.799101962354689
16485,12.306382458572248,26.09549254553557,27.07787944226733
16582,2.0623544512781677,2.6188280682095098,3.281330051097082
16588,2.344556584075841,4.756431376823503,5.081913206724914
16603,3.248167110998176,5.929790429209236,6.445424125581576
16612,1.621292071052452,5.409772082017477,6.203030598011641
16614,2.820387261686105,4.055780484021244,5.038012924309808
16639,2.2552960664352804,6.377240405576087,6.915317383266079
16689,2.5688919363108864,2.5633439297516545,3.393626056537516
16704,2.63713098521246,6.041389437018918,6.900151509797829
16765,3.4024201799750693,8.981530028866837,9.973318566109988
16777,1.6389744777589168,2.6648054179430223,3.3259564274182005
168,1.6933685149599114,2.749706288882579,3.506788629790016
16801,16.856506964120936,23.252377322544422,24.252373978679632
16956,5.046986591844867,10.132412866503316,10.931379630689744
17008,1.7866042718462072,3.170289491602816,4.170289436566224
17071,2.6223529584515077,4.1915988925018,4.9042316903631775
17124,12.150836073309796,15.122957068456907,16.122957060729934
17125,3.481411688598066,6.474802619027059,7.474800910672172
17169,2.095570705189215,4.356156684785544,5.26364315362007
17174,1.6640552789336844,3.088126736058794,3.7004992957926808
17200,2.456914199950887,4.006355735809113,5.00635571633537
1730,3.902353923326964,8.174846302345118,8.542631561117382
1733,3.950600309578405,5.801552835067722,6.379982291887113
17347,4.522284150033263,7.873399009023952,8.674914692573514
17373,3.458662523082251,5.214336827321914,6.214324895408646
1741,2.7723337502733205,4.419711123323899,5.211375618522903
17445,1.7521728181834628,2.60197156995799,3.601775667918057
17448,9.8557489903476,29.438182538469903,30.43816300842676
17481,1.7275412005390565,3.001533314536223,3.3811528266063307
17509,1.9872369902920892,4.452763357350474,5.287908894634138
17575,1.649268410849947,2.88164521391498,3.5828262899417385
17589,2.93018691295478,7.510517908250252,8.137054356011413
17601,5.938208477624085,6.541452144912716,7.165319101348161
17614,1.9428346711550015,4.412279908229588,5.305115553390166
17625,3.427246759117862,11.197294422803234,11.684916038934444
17642,1.646350728604962,3.698919964290973,4.284478435385008
17652,4.3044363875302265,3.918448049492039,4.7684565288465945
1776,1.690193706667699,2.976435037686316,3.816485862147585
17773,1.772668950165338,4.29826826424199,4.646744058369817
17888,2.479993462665293,5.774722259083882,6.718757891426639
17889,1.6928186439920805,4.990448134352674,5.830179919864278
1796,1.9192053773547453,2.7327187799418327,3.359018305399755
17967,3.2497882609587148,5.312000004527176,5.9869012224112845
17990,2.5717394227054617,3.2325655415816037,3.7418944660466495
17994,2.5874241846713804,7.780224836401394,8.62153043496752
18001,2.277514225446384,4.351061331074285,4.809051167808313
18004,2.0776977996662853,5.093909890864016,5.699431874984536
1803,2.1414830317364504,2.7016852439377605,3.515883291723779
18106,3.385277518169934,4.9082153783132645,5.300852867877039
18211,1.9080725084046923,8.337412821730434,9.335332501508356
18230,1.810392546087827,2.827642964161732,3.827642386092605
1824,3.35652626083373,2.838139427309152,3.6609773149787888
18269,1.715872495798028,3.271132824501423,3.825949448000394
18279,1.7127453691996668,2.6877698936984107,3.54434121728053
18294,3.258433010429406,5.911207734030963,6.817774374592647
1830,1.6356168013164576,3.108367024416475,3.994847198597728
1831,2.2324404081288,4.543538154885059,4.950500474465254
18319,2.931930384819085,5.08533039335568,6.083860411819664
18357,1.7340746084081005,3.380948597462016,4.3366986609909794
18380,1.797430595930275,3.676710414278684,4.120585216089094
18393,2.188988727901788,3.844444547133575,4.49146968240349
18450,5.662839481788135,16.005812154413753,17.005810578268203
18457,1.7532941728474982,3.611556769106929,4.515205910866409
18471,1.8656841895708405,3.596822674758322,4.317615638810517
18482,1.59372782335412,3.7855087538937697,4.5750003324312045
18485,1.7508354466634002,3.1017236584305308,4.101722689540374
18556,1.829501131612228,3.321482156370024,4.2393109709139685
18583,4.168582520627421,3.062568868573889,3.5889359717142333
18703,2.0789084630016443,2.972944321293264,3.547570617016955
18708,2.094149173342988,2.78631855486885,3.622793384689318
18785,1.9446203503821795,2.8647099909444984,3.334237839639184
18843,3.641363123119445,9.14714205202655,9.729135424134128
18909,2.4874872315165035,7.399790937283561,7.84485972350711
18932,2.184480583517841,4.290348622107345,5.290347845322197
18940,2.02863531180478,4.885235195398074,5.786608458892763
18995,1.5968791966725688,3.168746890406018,3.686156786531136
19064,1.585311497554383,4.1086805618452775,5.1086805614493445
19120,3.098486516417851,6.844145887002778,7.820420807181941
19131,5.686772822165905,11.445741146364387,12.032412117178692
19134,2.3215462114721244,4.744382722748148,5.715133972955209
19137,1.6865818311904683,3.294253440114842,4.175540954524692
19155,3.263190310739419,8.811057060208464,9.505438941954685
19229,2.051287016098706,3.2922343513054164,4.292234339399238
19230,3.5708813682081053,3.150181074026649,4.129401735268312
19256,3.041972146896273,4.748910496147624,5.286722932200209
19263,6.446711208010185,7.931686717955919,8.931582326869819
19328,1.896634527410354,5.491034977347888,6.119109019009348
19363,6.588837313475235,10.980097186275074,11.504428660442937
19392,2.5816286110360807,4.993514008290784,5.564240070155187
19412,2.16120566291639,4.066285296957562,4.896062691059432
19466,1.8058325201104748,2.871956517509283,3.871956517268567
19474,1.8965762416091163,3.405029905085413,3.9303768455342754
1950,4.00316911482454,12.614109557942898,13.614109298456636
19514,1.9205000958191725,3.4481870892361304,4.269231809360783
19529,4.081209427495262,4.032825725384571,5.032825564382098
19626,6.420695991614163,16.664551749981435,17.640253325412647
1963,1.80955159937904,5.069121349455341,5.919439810594936
19635,3.481866680831516,5.3260716200615335,6.326071620040306
19656,2.8038563825883727,4.49619793066264,5.4931655958544585
19675,3.0555768889819555,3.661546520331588,4.382894368604658
19681,2.1326958439185923,5.233068643312707,6.225412057534365
19696,2.8033066871635706,8.961263993588553,9.838321980132813
19740,3.842621796179088,8.023815775363362,9.023815673613498
19772,1.7877077191558182,4.000887972367299,4.550719244771059
198,1.7007839345328584,4.165238069940645,4.739631388539734
1980,2.365383225637163,4.014962848727789,4.57665140332261
19802,1.947017812479968,4.9744976739527065,5.790749079195131
19822,2.430039306576113,5.365409082184375,6.064138106054958
1988,2.351752267508971,4.096478246800289,4.899731791410495
19901,3.5955296969637947,4.4988417545162624,5.492069526102648
19948,2.021779439108868,3.3786980207656123,3.9118288442258886
20005,3.0010955720129533,2.9264491072421634,3.5245579136928
2007,1.8330927317542771,3.3433861633419486,4.163943523167218
20075,1.686843547683054,5.007844283672256,5.826318887869952
20090,1.8653898104361308,3.904369069524339,4.904073798772823
20102,1.5755352581940714,3.751421684902784,4.241889389057456
20130,1.6518159620099204,3.3198614295603024,3.909992382742802
20132,3.8657389774833537,6.13996568944262,7.13967337262488
20145,4.881070580561722,14.624117874695258,15.587741041859
20158,3.0440929652968123,3.6877246524778,4.508427215338882
20169,1.863977124690316,4.964688045776533,5.4397900861974495
2019,2.1343029981168207,7.7988630699661154,8.79885440961558
20232,2.0102985276312557,3.5350508037073243,4.43922736135791
20236,2.2972749946717816,5.077465142599198,5.4235300326666565
20273,2.022695970178201,2.8491040364112363,3.4833585943045544
20286,2.063160055153298,3.298106534370695,4.147917544419244
20303,2.666027037719627,4.023055924700725,4.575595767277733
20447,2.4599433566621034,2.8866074526374423,3.411706217620024
20505,2.106332074030646,4.961873334352924,5.329193379366783
20529,1.7554745814549335,3.2933146271498885,4.292458466725373
2053,2.039217453136763,2.532554598426607,3.403803321575781
20564,2.068242576774088,5.191838034908072,5.651758272598071
20583,3.228215018277923,10.163055318453496,10.992946657028822
20600,2.8557991496600263,2.6077559188759825,3.607755918794037
20710,4.076215129374148,7.2846057246959806,8.281479724782173
20729,2.8069396868712624,4.223266144036511,4.8672402854904
2073,1.823378384435091,2.6200591919048377,3.4376142286089277
2077,10.940605860012784,16.59944535375436,17.59942259648388
20775,2.1521453649767848,2.8275882419378866,3.82758823210998
20805,1.840536025981793,2.95852240718789,3.804594144385412
20880,3.878640847956031,9.340674616322294,10.092531094472982
2091,2.494535256953419,7.382340780069877,8.382340421459382
20985,4.141767201479866,10.9474195905161,11.938249561046884
20997,7.992428437294898,14.423347348511715,15.378650318801736
21006,1.8658652857371605,3.3906528670217675,3.7816055679222784
21012,1.8616841325816744,4.470732147075664,5.469341905912698
21084,2.4443264821311828,4.193336082448935,5.059441151561959
21089,2.1940244333446937,3.6045566749592153,4.2498451842730365
21106,2.8029805565068298,7.070721481311767,8.005608140244561
21270,1.9217280852941063,5.615655091262649,6.567476855344951
21295,2.347991028986783,4.158579495517721,4.698684607170166
21298,1.8001986591513046,4.324870122511302,4.733421109530217
21300,1.8418973476440963,4.967505802957511,5.853304269265418
21320,1.893550507612922,4.589801761738495,5.552838428451264
21327,1.7104156856588375,3.460168058106297,4.1306026448784845
21341,2.49079075468334,4.680836983665027,5.046003210546348
21415,1.8787097274983,5.920874662604701,6.920612952723797
21453,1.8592813200189688,3.440302220773483,4.001734760063022
21503,9.18882277841321,24.72130403160921,25.721304031605648
